Scenario;Replication;InfectedArrivals;FalsePositives;DestInTime;TimeInQueue;AirportResources
Scenario6;7;1;1378;0,956961796377195;0,31038358703304;10
Scenario6;8;1;1379;0,957323761785084;0,311494442198315;10
Scenario6;9;1;1387;0,957398091934085;0,31181786203839;10
Scenario6;10;3;1412;0,957729409716176;0,313328690105153;10
Scenario7;1;2;868;0,976635775289694;0,284930398328717;20
Scenario7;2;3;872;0,977209862952615;0,288726509439931;20
Scenario7;3;3;899;0,977543962199815;0,288880235337476;20
Scenario7;4;4;928;0,977587168758717;0,289411077592181;20
Scenario7;5;4;934;0,977976922217255;0,28942736039152;20
Scenario7;6;4;935;0,977982265817398;0,289432818395226;20
Scenario7;7;5;943;0,97814409688311;0,289666330269709;20
Scenario7;8;6;949;0,978191648725291;0,289889575109869;20
Scenario7;9;7;965;0,978249947665899;0,290444368314384;20
Scenario7;10;8;973;0,97953507824208;0,291032934181377;20
Scenario8;1;0;869;0,976679707315039;0,284233537371086;20
Scenario8;2;0;886;0,976893462082025;0,287689430186796;20
Scenario8;3;1;905;0,977510900328922;0,288730189080359;20
Scenario8;4;1;917;0,977587168758717;0,28942736039152;20
Scenario8;5;1;920;0,978146536089953;0,290237738361683;20
Scenario8;6;1;928;0,978268925542403;0,290243289103133;20
Scenario8;7;2;935;0,978356366881894;0,290558182865321;20
Scenario8;8;2;943;0,978385623926612;0,290618457835055;20
Scenario8;9;3;957;0,978499631581143;0,291583290319854;20
Scenario8;10;5;968;0,978996629432575;0,29173372467498;20
Scenario9;1;0;895;0,977345467701984;0,286086048001506;20
Scenario9;2;0;903;0,977587168758717;0,287622843308603;20
Scenario9;3;0;903;0,977896235103681;0,287689430186796;20
Scenario9;4;0;906;0,9781276791502;0,28891959065534;20
Scenario9;5;0;920;0,978163716351416;0,28942736039152;20
Scenario9;6;0;921;0,978248581656792;0,289790567790924;20
Scenario9;7;1;925;0,978312130043751;0,290588616098849;20
Scenario9;8;1;935;0,978381127553438;0,29077638681748;20
Scenario9;9;2;943;0,978385623926612;0,292519992726872;20
Scenario9;10;2;948;0,978540444345577;0,293315941477183;20
